Product,Rating,Price
/apple-earpods-lightning-connector-wired-headset/p/itm89a2cd840b303?pid=ACCEMZ7HPZUZHFPM&lid=LSTACCEMZ7HPZUZHFPM3VN0P6&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCEMZ7HPZUZHFPM.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.4,₹1,599
/realme-buds-wireless-3-30db-anc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth-headset/p/itmecb3974dcf5aa?pid=ACCGQXVJNVBJH9D8&lid=LSTACCGQXVJNVBJH9D8VM3IEJ&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGQXVJNVBJH9D8.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹1,699
/oneplus-bullets-wireless-z2-bluetooth-headset/p/itm7326ce69c6b07?pid=ACCGC4GNTHDWZJRA&lid=LSTACCGC4GNTHDWZJRAMZM2VB&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGC4GNTHDWZJRA.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹1,599
/oneplus-nord-buds-2r-true-wireless-ear-earbuds-dual-mic-ai-crystal-clear-call-bluetooth-headset/p/itm2560f6f9b1d5b?pid=ACCGQRC2RHJJSKUA&lid=LSTACCGQRC2RHJJSKUAGL2DNZ&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGQRC2RHJJSKUA.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹1,999
/nothing-ear-2-dual-chamber-sound-hi-res-audio-smart-anc-connection-bluetooth-headset/p/itm6d79168be59b2?pid=ACCGQFSYJMHPNFEN&lid=LSTACCGQFSYJMHPNFENYB5EX1&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGQFSYJMHPNFEN.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹6,999
/bydye-a947-m19-heavy-quality-enc-technolegy-96hrs-back-up-time-power-bank-1-bluetooth-headset/p/itm3977d89436e7a?pid=ACCGWYSERY9TA4QK&lid=LSTACCGWYSERY9TA4QKFNRYCU&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGWYSERY9TA4QK.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,₹579
/realme-buds-wireless-2-neo-type-c-fast-charge-bass-boost-bluetooth-headset/p/itm64e67d64bd846?pid=ACCG65YCGHHHZPNZ&lid=LSTACCG65YCGHHHZPNZT5H66U&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCG65YCGHHHZPNZ.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.2,₹1,299
/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth-headset/p/itmdd861465ee8b1?pid=ACCGS9ZMGQZH4FZF&lid=LSTACCGS9ZMGQZH4FZFK9O3V4&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGS9ZMGQZH4FZF.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.1,₹899
/oneplus-bullets-wireless-z2-bluetooth-headset/p/itm2cd44624fbe4d?pid=ACCGPGKRDJB86GAE&lid=LSTACCGPGKRDJB86GAE8UKLJY&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGPGKRDJB86GAE.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹1,599
/3baan-a1204-m19-wireless-earbuds-1200mah-battery-true-wireless-earphones-bluetooth-1-headset/p/itm527322f459b9a?pid=ACCGWYSUYHKNYD6F&lid=LSTACCGWYSUYHKNYD6FYKYTQN&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGWYSUYHKNYD6F.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,₹599
/realme-buds-t300-12-4mm-driver-30db-anc-360-spatial-audio-40-hours-playback-bluetooth-headset/p/itm340c420d1734a?pid=ACCGSUP9KHU5VAZJ&lid=LSTACCGSUP9KHU5VAZJTGZSEW&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGSUP9KHU5VAZJ.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹2,299
/realme-buds-wireless-2-neo-type-c-fast-charge-bass-boost-bluetooth-headset/p/itm342ebcfc6e12b?pid=ACCG65YC8DTGDCNN&lid=LSTACCG65YC8DTGDCNNZ8HHUD&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCG65YC8DTGDCNN.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.2,₹1,299
/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itm3309321d253bd?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGHJ97UDEBFFHD.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4,₹1,099
/realme-buds-2-wired-headset/p/itm393326c26b6ad?pid=ACCFKYE2ARGG67WC&lid=LSTACCFKYE2ARGG67WCEU0OSD&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCFKYE2ARGG67WC.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹599
/boat-airdopes-71-w-40-hrs-playback-enx-technology-beast-mode-low-latency-bluetooth-headset/p/itm9fb36519cd43f?pid=ACCGTQY9NEDG33GH&lid=LSTACCGTQY9NEDG33GHWSRAEI&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGTQY9NEDG33GH.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,3.9,₹899
/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth-headset/p/itmbe0acd8f09dfb?pid=ACCGS9ZM78FCXJQH&lid=LSTACCGS9ZM78FCXJQHPHCUWB&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGS9ZM78FCXJQH.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.1,₹899
/noise-buds-vs102-50-hrs-playtime-11mm-driver-ipx5-unique-flybird-design-bluetooth-headset/p/itm6a32c17afbbe5?pid=ACCG4RBWG8TWZRY9&lid=LSTACCG4RBWG8TWZRY9VZWQNM&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCG4RBWG8TWZRY9.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4,₹899
/boat-airdopes-71-w-40-hrs-playback-enx-technology-beast-mode-low-latency-bluetooth-headset/p/itm63134e79353d1?pid=ACCGTQY9W3AFJYZR&lid=LSTACCGTQY9W3AFJYZRNPBTJR&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGTQY9W3AFJYZR.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,3.9,₹899
/oneplus-bullets-wireless-z2-anc-bluetooth-ear-earphones-45db-hybrid-headset/p/itm728a3b64f8240?pid=ACCGRH9DJSV7GZCX&lid=LSTACCGRH9DJSV7GZCXZIPRPK&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGRH9DJSV7GZCX.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.2,₹1,999
/boat-airdopes-131-upto-60-hours-asap-charge-bluetooth-headset/p/itm2905dfd0be40c?pid=ACCFSDGXX3S6DVBG&lid=LSTACCFSDGXX3S6DVBGDAFDIO&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCFSDGXX3S6DVBG.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4,₹799
/boat-nirvana-ion-120-hours-playback-crystal-bionic-sound-hifi-dsp-5-bluetooth-headset/p/itmdae6642f66385?pid=ACCGNFV3VGRBUHTQ&lid=LSTACCGNFV3VGRBUHTQO8FINP&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGNFV3VGRBUHTQ.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.2,₹1,799
/realme-techlife-buds-t100-up-28-hours-playback-ai-enc-calls-bluetooth-headset/p/itm5cf0046c3e206?pid=ACCGH32HGHQHPFES&lid=LSTACCGH32HGHQHPFESW65AP4&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGH32HGHQHPFES.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.2,₹1,499
/realme-buds-2-wired-headset/p/itm192cca0f0aa57?pid=ACCGTGKXSTSMYV7E&lid=LSTACCGTGKXSTSMYV7EIXX4UF&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGTGKXSTSMYV7E.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹599
/boat-rockerz-235-pro-upto-20-hours-playback-asap-charge-bluetooth-headset/p/itmdbcb5af922ae1?pid=ACCGBVMGY9SPY7KZ&lid=LSTACCGBVMGY9SPY7KZOYNKVN&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGBVMGY9SPY7KZ.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.1,₹799
/realme-buds-wireless-3-30db-anc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth-headset/p/itm261554f829fb7?pid=ACCGQXVJAZEKDG6G&lid=LSTACCGQXVJAZEKDG6GNLCCMV&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGQXVJAZEKDG6G.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.3,₹1,699
/noise-buds-vs102-50-hrs-playtime-11mm-driver-ipx5-unique-flybird-design-bluetooth-headset/p/itm6cc239faac681?pid=ACCGBWZ7SZUHJGC8&lid=LSTACCGBWZ7SZUHJGC8N3DHA3&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGBWZ7SZUHJGC8.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4,₹899
/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth-headset/p/itm2fb34555b8f9d?pid=ACCGKXHYHMJBZPU3&lid=LSTACCGKXHYHMJBZPU3LG8MGI&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGKXHYHMJBZPU3.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.1,₹1,199
/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth-headset/p/itm0295d17338c98?pid=ACCGS9ZMAXHZFU2K&lid=LSTACCGS9ZMAXHZFU2KFEHHN6&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=069804ab-9337-4284-9329-be0515d86f95.ACCGS9ZMAXHZFU2K.SEARCH&ppt=None&ppn=None&ssid=jael03dldc0000001706874854493&qH=edd443896ef5dbfc,4.1,₹899
/aroma-nb119-care-48-hours-playing-time-fast-charging-bluetooth-neckband-earphone-headset/p/itmb323345607623?pid=ACCGEP3DPPP6FAYZ&lid=LSTACCGEP3DPPP6FAYZWRT1P8&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_jHiq8FF1I9AzlwBKbdIeOQ5KNYFiEth2kBQ4a2Lfmd3sW6iaz_FI8I6v22KHaaIqksMMKfMX49qbnB113ggaVw%3D%3D&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4,₹400
/aroma-nb140-galaxy-50-hours-playtime-deep-bass-fast-charging-true-wireless-earbuds-bluetooth-headset/p/itm6b9a1d73beb2b?pid=ACCGPXHHCTVDXHFT&lid=LSTACCGPXHHCTVDXHFTF7TPGU&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=en_jHiq8FF1I9AzlwBKbdIeOQ5KNYFiEth2kBQ4a2Lfmd2byl77ExjM09CloaZdw-d9gAJXAcqBwQ6ZHK2jlInsJQ%3D%3D&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,3.6,₹699
/noise-buds-vs102-50-hrs-playtime-11mm-driver-ipx5-unique-flybird-design-bluetooth-headset/p/itm6cc239faac681?pid=ACCGBWZ7SZUHJGC8&lid=LSTACCGBWZ7SZUHJGC8N3DHA3&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGBWZ7SZUHJGC8.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4,₹899
/realme-buds-wireless-3-30db-anc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth-headset/p/itm261554f829fb7?pid=ACCGQXVJAZEKDG6G&lid=LSTACCGQXVJAZEKDG6GNLCCMV&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGQXVJAZEKDG6G.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4.3,₹1,699
/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth-headset/p/itm2fb34555b8f9d?pid=ACCGKXHYHMJBZPU3&lid=LSTACCGKXHYHMJBZPU3LG8MGI&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGKXHYHMJBZPU3.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4.1,₹1,199
/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth-headset/p/itm0295d17338c98?pid=ACCGS9ZMAXHZFU2K&lid=LSTACCGS9ZMAXHZFU2KFEHHN6&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGS9ZMAXHZFU2K.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4.1,₹899
/aroma-nb140-dhamaal-24-hours-playtime-deep-bass-made-india-truewiresless-bluetooth-headset/p/itmcba98c5ba67eb?pid=ACCGKZP5TK2UATHA&lid=LSTACCGKZP5TK2UATHAIIWKWY&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=en_jHiq8FF1I9AzlwBKbdIeOQ5KNYFiEth2kBQ4a2Lfmd3P0WIgmvtUQhtFARZnTYKBIAGscivm5sA_TZC2-ba_uA%3D%3D&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,3.6,₹499
/aroma-nb119pro-belief-48-hours-playing-time-fast-charging-bluetooth-neckband-earphone-headset/p/itm3c3fe7fa84d34?pid=ACCGF2GJC7WFGFEK&lid=LSTACCGF2GJC7WFGFEKFJFLPH&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=en_jHiq8FF1I9AzlwBKbdIeOQ5KNYFiEth2kBQ4a2Lfmd3bVH0x51jwJ4qAyLh4zXtIzMAOKz83jI_nXUKOZo1K2Q%3D%3D&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,3.9,₹429
/boat-nirvana-ion-32db-active-noise-cancellation-120hrs-bionic-mode-hifi5-bluetooth-headset/p/itm69d762fa4498d?pid=ACCGT3NU5ACCBMRQ&lid=LSTACCGT3NU5ACCBMRQDPS9F9&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_49&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGT3NU5ACCBMRQ.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,4.2,₹2,499
/beatxp-tune-xpods-50h-playtime-quad-mic-enc-bt-5-3-wireless-earbuds-bluetooth-headset/p/itmfc842a29d6146?pid=ACCGVYZYF4VZHZCG&lid=LSTACCGVYZYF4VZHZCGU4YRNH&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&spotlightTagId=TrendingId_0pm%2Ffcn&srno=s_2_50&otracker=search&otracker1=search&fm=organic&iid=d6517883-57e6-4d9c-aab0-f428a050e0ed.ACCGVYZYF4VZHZCG.SEARCH&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,3.8,₹799
/aroma-nb137-nexon-16-hours-playtime-deep-bass-true-wireless-earbuds-made-india-bluetooth-headset/p/itm966887d62fa7c?pid=ACCGMH7PRQT5UFSM&lid=LSTACCGMH7PRQT5UFSMN8LBVD&marketplace=FLIPKART&q=headphones&store=0pm%2Ffcn&srno=s_2_51&otracker=search&otracker1=search&fm=organic&iid=en_jHiq8FF1I9AzlwBKbdIeOQ5KNYFiEth2kBQ4a2Lfmd3st2LeMw4WOHbSiG2IyOtvPGJiqat8VgNIyJRc3J29ZA%3D%3D&ppt=None&ppn=None&ssid=jxf3w3ejww0000001706874855145&qH=edd443896ef5dbfc,3.7,₹499
